file,slice,sequence,site_row,site_col,volume_mm3,contrast,radius_px,fill,model,acceleration,mask_type,seed,lambda,kappa,mu_lambda,z_ref,residual_factual,residual_cf,t_R,t_N,psnr_factual,psnr_cf,ssim_factual,ssim_cf,metric_crop,metric_maxval,maxval_ratio_cf_over_factual,roi_cnr_cf,roi_cnr_ref,roi_ssim_cf,lesion_energy,pair_seconds,unit_seconds,sites_skipped_zero_gain,z_recon,erased,indeterminate,silently_erased,git_commit,thresholds_sha256,run_label
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,330,132,10.0,1.0,1.9440067164683283,0.2376008209016845,cg_sense_tuned,8,equispaced,0,0.0,0.4838845715691881,0.6358361118397431,3.7102334673940622,0.0923750298505757,0.09236414484044357,0.9811654828917891,0.0004235923801470247,26.113076746662188,26.103359062793004,0.7672337551160486,0.7671558077078975,320,0.0002916659201607415,1.0,0.34045313280183537,2.8832936745584936,0.4405154442012449,2.345124470226394e-08,2.2,870.1,0,-0.5693624342330338,True,False,True,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,330,132,10.0,1.5,1.9440067164683283,0.2376008209016845,cg_sense_tuned,8,equispaced,0,0.0,0.4838845715691877,0.6358361118397431,3.7102334673940622,0.0923750298505757,0.09235853505214167,0.9811654828917884,0.0004235923801470253,26.113076746662188,26.096774288562813,0.7672337551160486,0.7671391516502084,320,0.0002916659201607415,1.0099339669391976,0.784524692727296,3.8755729159824632,0.4475676069168896,5.276530058009386e-08,1.9,870.1,0,-0.12340814938320074,True,False,True,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,389,175,27.0,0.24,2.7069839602882912,0.3308535951463467,cg_sense_tuned,8,equispaced,0,0.0,0.5241349916614502,0.6987614417040979,2.419656237221908,0.0923750298505757,0.09236817648033933,0.9814265910270864,0.0016986879097426063,26.113076746662188,26.112705561782107,0.7672337551160486,0.7672111871513801,320,0.0002916659201607415,1.0,0.22367937214388858,0.1699221263316826,0.5658391513046407,4.6671755285710105e-09,1.9,870.1,0,-0.7558187674321739,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,389,175,27.0,1.0,2.7069839602882912,0.3308535951463467,cg_sense_tuned,8,equispaced,0,0.0,0.5241349916614514,0.6987614417040979,2.419656237221908,0.0923750298505757,0.09234581488723956,0.9814265910270856,0.001698687909742605,26.113076746662188,26.10681883122929,0.7672337551160486,0.7672277154656544,320,0.0002916659201607415,1.0,1.2677753041920314,1.6133512132436678,0.5872018812617955,8.102735292658006e-08,1.9,870.1,0,0.9711204737983596,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,389,175,27.0,1.5,2.7069839602882912,0.3308535951463467,cg_sense_tuned,8,equispaced,0,0.0,0.5241349916614512,0.6987614417040979,2.419656237221908,0.0923750298505757,0.09233055784499328,0.9814265910270872,0.0016986879097426067,26.113076746662188,26.099031052694414,0.7672337551160486,0.7671887811704846,320,0.0002916659201607415,1.0789965380015907,1.9083544429182848,2.5629756125278687,0.6036656129390001,1.823115440848051e-07,1.8,870.1,0,2.1075839794334352,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,303,225,64.0,0.24,3.6093119470510544,0.4411381268617955,cg_sense_tuned,8,equispaced,0,0.0,0.5722841596528176,0.7565687156264342,5.006635927036735,0.0923750298505757,0.09235686883273359,0.9822413905946848,0.004512704111391102,26.113076746662188,26.107661190979016,0.7672337551160486,0.767236088088094,320,0.0002916659201607415,1.0,0.9328924995028222,1.0802484809176744,0.6101180901847876,2.033802549296229e-08,1.8,870.1,0,0.5712631988080926,True,False,True,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,303,225,64.0,1.0,3.6093119470510544,0.4411381268617955,cg_sense_tuned,8,equispaced,0,0.0,0.5722841596528152,0.7565687156264342,5.006635927036735,0.0923750298505757,0.09229529127758607,0.9822413905946867,0.004512704111391101,26.113076746662188,26.072781519411592,0.7672337551160486,0.7670846994508963,320,0.0002916659201607415,1.1907572374362294,1.7064717516300085,2.066613548102565,0.634107013809638,3.530907203639287e-07,1.8,870.1,0,2.7414410323103,False,True,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,303,225,64.0,1.5,3.6093119470510544,0.4411381268617955,cg_sense_tuned,8,equispaced,0,0.0,0.5722841596528168,0.7565687156264342,5.006635927036735,0.0923750298505757,0.0922514232427467,0.9822413905946848,0.004512704111391105,26.113076746662188,26.035467883839488,0.7672337551160486,0.766867681741503,320,0.0002916659201607415,1.3554576914219956,2.2092013670855626,2.715537934408415,0.6473558156088453,7.944541208188394e-07,1.8,870.1,0,4.169218835228846,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,322,157,100.0,0.24,4.188235507614343,0.5118954509306419,cg_sense_tuned,8,equispaced,0,0.0,0.6044193285253272,0.7313042147779996,6.606076085851337,0.0923750298505757,0.09235425291377532,0.9841744335064655,0.0013263462221855824,26.113076746662188,26.10937019730366,0.7672337551160486,0.7673094670433098,320,0.0002916659201607415,1.0,0.46957415193066676,0.646138549430648,0.5921311201060678,2.2282857004087052e-08,2.3,870.1,0,1.7806578682515362,True,False,True,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,322,157,100.0,1.0,4.188235507614343,0.5118954509306419,cg_sense_tuned,8,equispaced,0,0.0,0.604419328525327,0.7313042147779996,6.606076085851337,0.0923750298505757,0.09228369045052867,0.9841744335064648,0.0013263462221855815,26.113076746662188,26.077474902329982,0.7672337551160486,0.7673696699375948,320,0.0002916659201607415,1.0548322063363897,1.7259349791965128,1.9293785128111454,0.6003519277094499,3.8685515632095573e-07,2.3,870.1,0,3.607853798395306,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,322,157,100.0,1.5,4.188235507614343,0.5118954509306419,cg_sense_tuned,8,equispaced,0,0.0,0.6044193285253272,0.7313042147779996,6.606076085851337,0.0923750298505757,0.09223333573446191,0.9841744335064649,0.0013263462221855813,26.113076746662188,26.040023677548106,0.7672337551160486,0.7672833580529096,320,0.0002916659201607415,1.2047000117071638,2.4724884474783044,2.7736153308246325,0.6087270689776055,8.704241017221504e-07,2.0,870.1,0,4.810001006044861,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,413,187,200.0,0.24,5.27684607796045,0.6449478539729439,cg_sense_tuned,8,equispaced,0,0.0,0.6535246586647271,0.8709725228613607,2.832668889407124,0.0923750298505757,0.09236480734560146,0.9837015799286426,0.005013137523915104,26.113076746662188,26.111414328883427,0.7672337551160486,0.7673743598277091,320,0.0002916659201607415,1.0,-0.007151101779975042,0.48880876368931914,0.5378671852254362,1.2032469245096926e-08,3.2,870.1,0,0.10822934687957977,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,413,187,200.0,1.0,5.27684607796045,0.6449478539729439,cg_sense_tuned,8,equispaced,0,0.0,0.6535246586647271,0.8709725228613607,2.832668889407124,0.0923750298505757,0.09232926756876576,0.9837015799286399,0.005013137523915104,26.113076746662188,26.098942422339377,0.7672337551160486,0.7678338113655884,320,0.0002916659201607415,1.0,0.9304356981777556,2.0214716366399466,0.5936605648507998,2.0889703550515495e-07,2.4,870.1,0,1.2176873214328217,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,413,187,200.0,1.5,5.27684607796045,0.6449478539729439,cg_sense_tuned,8,equispaced,0,0.0,0.6535246586647265,0.8709725228613607,2.832668889407124,0.0923750298505757,0.09230326638881156,0.9837015799286417,0.005013137523915103,26.113076746662188,26.084838755704823,0.7672337551160486,0.7679582412503072,320,0.0002916659201607415,1.0,1.510582700336315,3.029802474107465,0.6132821707835211,4.700183298865987e-07,4.3,870.1,0,1.9505310681545578,False,False,False,c736b64,911de8625fec,classical_R468
file_brain_AXFLAIR_200_6002471,7,AXFLAIR,330,132,10.0,0.24,1.9440067164683283,0.2376008209016845,zero_filled,4,equispaced,0,0.0,0.6595711746852888,0.9999727463707472,3.7102334673940622,0.13907637592210706,0.1390735364194913,0.8351975409693111,0.0022594272292242347,26.847546902596022,26.846264292834263,0.8268747433768423,0.8268480576035547,320,0.0002916659201607415,1.0,0.36574623898246017,1.37502922759406,0.6062779099927731,1.3507916948504028e-09,5.2,732.8,0,-0.4331413877910572,True,False,True,c736b64,911de8625fec,classical_R468
